"school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","nursery","internet","alc_use","high_use","guardian","traveltime","studytime","schoolsup","famsup","activities","higher","romantic","famrel","freetime","health","goout","Walc","Dalc","failures","paid","absences","G1","G2","G3"
"GP","M",18,"U","GT3","T",2,2,"services","other","home","yes","yes",3,TRUE,"mother",1,2,"no","yes","yes","yes","no",4,4,5,4,4,2,0,"no",12,9,9,10
"GP","M",18,"U","GT3","T",3,2,"services","other","course","yes","yes",3,TRUE,"mother",2,1,"no","no","no","no","no",4,4,5,5,4,2,0,"no",4,6,8,8
"GP","M",18,"U","GT3","T",4,2,"health","other","reputation","yes","yes",2,FALSE,"father",1,2,"no","yes","yes","yes","yes",5,4,5,5,3,1,0,"no",7,10,10,12
"GP","M",18,"U","GT3","T",4,2,"teacher","other","home","yes","yes",2.5,TRUE,"mother",1,2,"no","yes","yes","yes","yes",4,3,5,2,4,1,0,"no",6,14,14,14
"GP","M",18,"U","GT3","T",4,3,"teacher","other","course","no","yes",1,FALSE,"mother",1,2,"no","yes","no","yes","no",4,3,3,2,1,1,0,"no",2,9,9,10
"GP","M",18,"U","GT3","T",4,3,"teacher","other","course","yes","yes",2.5,TRUE,"mother",1,3,"no","yes","no","yes","yes",5,4,5,5,3,2,0,"no",0,12,12,12
"GP","M",18,"U","GT3","T",4,4,"other","other","course","yes","yes",2,FALSE,"mother",1,3,"no","no","yes","yes","no",4,3,3,3,2,2,0,"no",2,11,13,12
"GP","M",18,"U","GT3","T",4,4,"teacher","services","home","yes","yes",2,FALSE,"father",1,2,"no","yes","yes","yes","no",4,3,2,3,2,2,0,"no",0,11,11,6
"GP","M",18,"U","GT3","T",4,4,"teacher","services","home","yes","yes",2.5,TRUE,"mother",2,1,"no","no","yes","yes","no",3,2,3,4,4,1,0,"no",14,10,10,10
"GP","M",18,"U","LE3","A",4,4,"teacher","teacher","reputation","yes","yes",1,FALSE,"mother",1,2,"no","yes","yes","yes","no",5,4,2,3,1,1,0,"no",4,16,15,16
"GP","M",18,"U","LE3","T",1,1,"other","other","course","yes","yes",3.5,TRUE,"mother",1,1,"no","no","no","no","yes",2,3,4,5,5,2,2,"no",0,8,7,0
"GP","M",18,"U","LE3","T",2,1,"at_home","other","course","yes","yes",4.5,TRUE,"mother",4,2,"yes","yes","yes","yes","yes",4,3,3,2,5,4,0,"no",8,10,9,10
"GP","M",18,"U","LE3","T",2,2,"other","other","course","yes","yes",3,TRUE,"mother",1,4,"no","yes","yes","yes","no",4,5,5,5,4,2,0,"yes",1,10,10,10
"GP","M",18,"U","LE3","T",3,3,"services","health","home","yes","yes",3,TRUE,"father",1,2,"no","yes","no","yes","no",3,2,4,4,4,2,0,"no",12,8,8,9
"GP","M",18,"U","LE3","T",3,4,"services","other","home","yes","yes",2,FALSE,"mother",1,2,"no","no","yes","yes","yes",4,3,5,3,3,1,0,"no",8,16,16,16
"GP","M",18,"U","LE3","T",4,3,"teacher","services","course","yes","yes",1.5,FALSE,"mother",2,1,"no","no","yes","yes","no",4,2,1,3,2,1,0,"no",4,10,10,10
"GP","M",18,"U","LE3","T",4,4,"teacher","teacher","home","yes","yes",2,FALSE,"mother",1,1,"no","yes","no","yes","yes",1,4,1,2,2,2,0,"no",2,17,16,16
"GP","M",19,"R","GT3","T",3,3,"other","services","reputation","yes","no",1.5,FALSE,"father",1,2,"no","no","yes","yes","yes",4,5,5,3,2,1,0,"no",0,12,11,12
"GP","M",19,"U","GT3","T",3,2,"services","at_home","home","yes","yes",1,FALSE,"mother",1,1,"no","yes","no","no","yes",4,5,4,4,1,1,2,"no",3,8,4,6
"GP","M",19,"U","LE3","A",4,3,"services","at_home","reputation","yes","yes",1,FALSE,"mother",1,2,"no","yes","no","yes","no",4,3,1,1,1,1,0,"no",8,11,12,12
"GP","M",20,"U","GT3","A",3,2,"services","other","course","yes","no",1,FALSE,"other",1,1,"no","no","yes","yes","no",5,5,5,3,1,1,1,"no",0,16,16,16
"GP","M",22,"U","GT3","T",3,1,"services","services","other","no","yes",5,TRUE,"mother",1,1,"no","no","no","no","yes",5,4,1,5,5,5,3,"no",14,6,8,6
"MS","F",17,"R","GT3","T",1,1,"other","services","reputation","yes","yes",1.5,FALSE,"mother",3,1,"no","yes","no","yes","yes",5,2,1,1,2,1,1,"no",0,8,7,4
"MS","F",17,"R","GT3","T",1,2,"other","other","course","yes","yes",2,FALSE,"mother",1,1,"no","no","yes","yes","no",3,5,1,5,3,1,0,"no",9,6,6,7
"MS","F",17,"R","GT3","T",1,2,"other","services","course","no","no",1.5,FALSE,"father",2,2,"no","no","no","yes","no",3,2,3,2,2,1,0,"no",0,12,12,12
"MS","F",17,"R","GT3","T",3,1,"at_home","other","reputation","no","yes",2.5,TRUE,"mother",1,2,"no","yes","yes","yes","no",4,5,1,4,3,2,0,"no",14,9,10,10
"MS","F",17,"R","GT3","T",4,4,"teacher","services","other","yes","yes",1.5,FALSE,"father",2,2,"no","yes","yes","yes","no",4,3,5,3,2,1,0,"yes",3,12,12,12
"MS","F",17,"U","GT3","T",2,2,"other","at_home","home","yes","no",1,FALSE,"mother",1,3,"no","no","yes","yes","yes",3,4,3,3,1,1,0,"no",8,12,11,12
"MS","F",17,"U","LE3","A",3,2,"services","other","reputation","yes","no",1.5,FALSE,"mother",2,2,"no","no","no","yes","yes",1,2,5,3,2,1,0,"no",1,14,13,13
"MS","F",17,"U","LE3","T",4,4,"at_home","at_home","course","yes","yes",1,FALSE,"mother",1,2,"no","yes","yes","yes","yes",2,3,1,4,1,1,0,"no",2,16,14,15
"MS","F",18,"R","GT3","T",1,1,"other","other","home","yes","yes",1.5,FALSE,"mother",4,3,"no","no","no","yes","no",4,3,4,2,2,1,0,"no",3,9,10,11
"MS","F",18,"R","GT3","T",2,2,"at_home","other","other","yes","no",2,FALSE,"mother",2,3,"no","no","no","yes","no",5,3,4,3,3,1,0,"no",1,12,13,12
"MS","F",18,"R","GT3","T",4,4,"other","teacher","other","no","yes",3,TRUE,"father",3,2,"no","yes","no","yes","yes",3,2,5,2,2,4,0,"no",5,10,8,6
"MS","F",18,"R","GT3","T",4,4,"teacher","at_home","reputation","yes","yes",2,FALSE,"mother",3,1,"no","yes","yes","yes","yes",4,4,5,3,2,2,0,"no",6,6,7,8
"MS","F",18,"R","LE3","T",4,4,"other","other","reputation","yes","yes",1,FALSE,"mother",2,3,"no","no","no","yes","no",5,4,1,4,1,1,0,"no",0,17,18,18
"MS","F",18,"R","LE3","T",4,4,"teacher","services","course","yes","yes",3.5,TRUE,"mother",1,2,"no","no","yes","yes","no",5,4,2,3,4,3,0,"no",2,10,12,12
"MS","F",18,"U","GT3","T",1,1,"other","other","course","yes","no",1,FALSE,"mother",2,2,"no","no","yes","yes","no",1,1,5,1,1,1,0,"no",3,8,8,4
"MS","F",18,"U","GT3","T",2,3,"at_home","services","course","yes","yes",1.5,FALSE,"father",2,1,"no","yes","no","yes","yes",5,2,4,3,2,1,0,"no",0,10,10,10
"MS","F",18,"U","GT3","T",3,3,"other","other","home","yes","yes",1.5,FALSE,"mother",1,2,"no","no","no","yes","yes",4,1,1,3,2,1,0,"no",0,16,16,16
"MS","F",18,"U","GT3","T",3,3,"services","services","course","yes","no",1,FALSE,"father",1,2,"no","yes","no","yes","yes",5,3,5,4,1,1,0,"no",0,10,10,10
"MS","F",18,"U","GT3","T",3,3,"services","services","other","yes","yes",2,FALSE,"mother",2,2,"no","yes","no","yes","yes",4,3,3,2,3,1,0,"no",3,12,12,12
"MS","F",18,"U","LE3","T",1,1,"at_home","services","course","yes","yes",1,FALSE,"father",2,3,"no","no","no","yes","no",5,3,4,2,1,1,0,"no",0,18,16,17
"MS","F",18,"U","LE3","T",3,1,"teacher","services","course","yes","yes",1,FALSE,"mother",1,2,"no","yes","no","yes","no",4,3,1,4,1,1,0,"no",2,11,12,12
"MS","F",19,"R","GT3","T",2,3,"services","other","course","no","yes",1.5,FALSE,"mother",1,3,"no","no","yes","yes","no",5,4,5,2,2,1,1,"no",2,8,8,5
"MS","M",17,"R","GT3","T",4,3,"services","other","home","no","yes",2,FALSE,"mother",2,2,"no","yes","yes","yes","yes",4,5,2,5,3,1,0,"yes",4,12,11,11
"MS","M",17,"U","GT3","T",2,3,"other","services","home","yes","yes",1,FALSE,"father",2,2,"no","no","yes","yes","no",4,4,3,3,1,1,0,"no",3,12,13,13
"MS","M",17,"U","GT3","T",3,3,"health","other","course","yes","yes",2.5,TRUE,"mother",2,2,"no","yes","no","yes","no",4,5,3,4,3,2,0,"no",3,10,11,12
"MS","M",17,"U","LE3","T",3,1,"services","services","course","no","yes",3.5,TRUE,"mother",2,1,"no","no","no","yes","no",2,4,2,5,4,3,0,"no",4,12,13,13
"MS","M",18,"R","GT3","T",1,3,"at_home","other","course","yes","no",3,TRUE,"mother",2,2,"no","yes","no","yes","no",3,3,3,4,4,2,0,"yes",2,9,10,10
"MS","M",18,"R","GT3","T",2,1,"other","other","other","no","yes",2,FALSE,"mother",2,1,"no","no","yes","yes","yes",4,4,5,3,3,1,0,"no",2,7,6,4
"MS","M",18,"R","GT3","T",3,2,"other","other","course","no","yes",5,TRUE,"mother",2,1,"no","yes","no","yes","no",2,5,5,5,5,5,0,"no",9,10,12,12
"MS","M",18,"R","GT3","T",4,2,"other","other","home","yes","no",3.5,TRUE,"father",2,1,"no","no","no","yes","no",5,4,3,3,3,4,1,"yes",7,6,6,2
"MS","M",18,"R","LE3","T",1,2,"at_home","services","other","yes","yes",2.5,TRUE,"father",3,1,"no","yes","yes","no","yes",4,3,3,3,3,2,0,"no",3,12,11,11
"MS","M",18,"R","LE3","T",3,2,"services","other","course","no","yes",3.5,TRUE,"mother",3,1,"no","no","no","yes","no",4,4,5,1,4,3,0,"no",2,10,12,10
"MS","M",18,"U","GT3","T",4,4,"teacher","teacher","home","no","yes",2.5,TRUE,"father",1,2,"no","no","yes","yes","no",3,2,2,4,4,1,0,"no",4,16,16,16
"MS","M",18,"U","LE3","T",1,1,"other","services","home","no","yes",1.5,FALSE,"father",2,1,"no","no","no","yes","yes",3,3,3,2,2,1,0,"no",3,12,12,12
"MS","M",18,"U","LE3","T",1,3,"at_home","services","course","yes","yes",2.5,TRUE,"mother",1,1,"no","no","no","no","yes",4,3,3,3,3,2,0,"no",4,8,8,8
"MS","M",18,"U","LE3","T",4,4,"teacher","services","other","yes","yes",2,FALSE,"mother",2,3,"no","no","no","yes","yes",4,2,5,2,2,2,0,"no",0,14,14,14
"MS","M",19,"R","GT3","T",1,1,"other","other","home","yes","yes",3,TRUE,"other",3,1,"no","yes","no","yes","no",4,4,5,4,3,3,1,"no",4,8,8,9
"MS","M",19,"R","GT3","T",1,1,"other","services","home","yes","yes",3,TRUE,"other",3,2,"no","no","no","yes","no",5,4,2,4,3,3,2,"no",8,9,8,10
"MS","M",19,"R","GT3","T",1,1,"other","services","other","yes","no",2,FALSE,"mother",2,1,"no","no","no","yes","no",4,3,5,2,3,1,1,"no",0,6,6,0
